Id	Longitude	Latitude	Depth	RecentDate	OldestDate	Archive	Material	DOI	Reference
1444	-14.22833	-44.1533	3783.0	0.1	129.8	3	1	447	453
1445	-15.33333	-46.511667	3175.0	0.1	135.2	3	1	447	453
1446	-39.0675	61.7	2192.0	14.68	29.13	3	8	222	229
1447	-39.0675	61.7	2192.0	14.68	47.84	3	1	222	229
1448	-39.0675	61.7	2192.0	14.68	47.84	3	1	222	229
1449	-38.1231	61.526	2567.0	29.742	46.774	3	8	222	229
1450	-38.1231	61.526	2567.0	29.742	46.774	3	1	222	229
1451	-38.1231	61.526	2567.0	29.742	46.774	3	1	222	229
1452	-25.4265	67.9309	1013.0	17.255	18.459	3	1	448	454
1453	-25.4265	67.9309	1013.0	17.255	18.459	3	1	448	454
1454	-25.4265	67.9309	1013.0	17.255	18.459	3	8	448	454
1455	-25.4265	67.9309	1013.0	17.255	18.459	3	1	222	229
1456	-25.4265	67.9309	1013.0	17.255	18.459	3	1	222	229
1457	-25.4265	67.9309	1013.0	0.0	86.555	3	8	222	229
1458	-25.4265	67.9309	1013.0	17.255	18.459	3	1	448	454
1459	-25.4265	67.9309	1013.0	17.255	18.459	3	1	448	454
1460	-25.4265	67.9309	1013.0	17.255	18.459	3	8	448	454
1461	-25.4265	67.9309	1013.0	17.255	18.459	3	1	448	454
1462	-25.4265	67.9309	1013.0	17.255	18.459	3	1	448	454
1463	-25.4265	67.9309	1013.0	17.255	18.459	3	8	448	454
1464	-25.4265	67.9309	1013.0	17.255	18.459	3	8	448	454
1465	-24.585	67.8503	1502.0	0.0	78.131	3	8	448	454
1466	-2.57	37.48	1816.0	-0.052	0.35	5	3	70	80
1467	-2.57	37.48	1816.0	-0.052	0.35	5	3	70	80
1468	-5.25	43.07	1600.0	-0.052	0.35	5	3	70	80
1469	-5.25	43.07	1600.0	-0.052	0.35	5	3	70	80
1470	8.46	46.3	1400.0	-0.053	0.275	5	3	70	80
1471	8.46	46.3	1400.0	-0.053	0.275	5	3	70	80
1472	-0.59	51.41	10.0	-0.053	0.187	5	3	70	80
1473	-0.59	51.41	10.0	-0.053	0.187	5	3	70	80
1474	23.97	54.88	45.0	-0.052	0.134	5	3	70	80
1475	23.97	54.88	45.0	-0.052	0.134	5	3	70	80
1476	12.18	62.0	800.0	-0.053	0.35	5	3	70	80
1477	12.18	62.0	800.0	-0.053	0.35	5	3	70	80
1478	20.23	50.07	190.0	-0.053	0.323	5	3	70	80
1479	20.23	50.07	190.0	-0.053	0.323	5	3	70	80
1480	20.23	50.07	190.0	-0.054	0.35	5	3	70	80
1481	20.23	50.07	190.0	-0.054	0.35	5	3	70	80
1482	28.31	68.93	150.0	-0.052	0.35	5	3	70	80
1483	28.31	68.93	150.0	-0.052	0.35	5	3	70	80
1484	31.26	62.98	200.0	-0.052	0.35	5	3	70	80
1485	31.26	62.98	200.0	-0.052	0.35	5	3	70	80
1486	1.42	42.14	2120.0	-0.053	0.35	5	3	70	80
1487	1.42	42.14	2120.0	-0.053	0.35	5	3	70	80
1488	-76.06	-10.7	4300.0	-0.057	11.14238284	2	2	449	455
1489	-76.06	-10.7	4300.0	-0.057	2.227386928	2	2	450	456
1490	89.08333	33.91667	6070.0	-0.0445	1.9455	1	5	451	457
1491	89.08333	33.91667	6070.0	0.0	7.0	1	5	451	457
1492	89.08333	33.91667	6070.0	-0.0445	1.9455	1	5	451	457
1493	89.08333	33.91667	6070.0	-0.047	0.348	1	5	451	457
1494	-118.77	34.658	1157.0	14.4783	45.371325	2	2	420	428
1495	-118.77	34.658	1157.0	0.1110764	2.7431636	2	2	420	428
1496	-118.77	34.658	1157.0	0.108	2.796	2	2	420	428
1497	-118.77	34.658	1157.0	3.42960995	7.629885702	2	2	420	428
1498	-118.77	34.658	1157.0	3.42960995	7.629885702	2	2	420	428
1499	96.887	37.288	2812.0	-0.056	-0.056	2	6	23	24
1500	96.887	37.288	2812.0	-0.056	-0.056	2	6	23	24
1501	96.887	37.288	2812.0	-0.056	-0.056	2	6	23	24
1502	96.887	37.288	2812.0	-0.056	-0.056	2	6	23	24
1503	96.887	37.288	2812.0	-0.056	-0.056	2	6	23	24
1504	95.577	37.463	3174.0	-0.056	-0.056	2	6	23	24
1505	95.577	37.463	3174.0	-0.056	-0.056	2	6	23	24
1506	95.577	37.463	3174.0	-0.056	-0.056	2	6	23	24
1507	95.577	37.463	3174.0	-0.056	-0.056	2	6	23	24
1508	95.577	37.463	3174.0	-0.056	-0.056	2	6	23	24
1509	100.3	37.05	3192.0	-0.049036269	0.566047188	2	2	452	458
1510	16.351	48.25	202.0	0.067	0.35	5	3	70	80
1511	16.207	48.19	298.0	-0.053	0.138	5	3	70	80
1512	16.207	48.19	298.0	-0.053	0.138	5	3	70	80
1513	9.46	51.31	310.0	-0.052	0.174	5	3	70	80
1514	-2.67	48.38	100.0	-0.05	-0.02	5	3	70	80
1515	-2.67	48.38	100.0	-0.05	-0.02	5	3	70	80
1516	-2.67	48.38	100.0	-0.05	-0.02	5	3	70	80
1517	8.36	46.21	900.0	-0.052	0.313	5	3	70	80
1518	8.36	46.21	900.0	-0.052	0.313	5	3	70	80
1519	-1.7	48.25	100.0	-0.048	0.339	5	3	70	80
1520	0.35	51.59	50.0	-0.053	0.346	5	3	70	80
1521	20.23	50.07	186.0	-0.053	0.323	5	3	70	80
1522	20.23	50.07	186.0	-0.053	0.323	5	3	70	80
1523	23.05	60.0	5.0	-0.052	0.049	5	3	70	80
1524	23.05	60.0	5.0	-0.052	0.049	5	3	70	80
1525	-70.83	-13.93	5670.0	-0.059	0.15	1	5	453	459
1526	54.3	17.17	650.0	0.308	10.5578104	4	9	454	460
1527	-38.4	72.5	3203.0	11.57	32.39	1	5	455	461
1528	-37.6	72.5	3200.0	11.57	32.39	1	5	455	461
1529	-32.9573	41.0012	3427.0	0.0	3261.92	3	1	456	462
1530	-32.9573	41.0012	3427.0	0.0	3261.9	3	1	456	462
1531	-1.967	36.133	1287.0	0.4	16.7	3	1	457	463
1532	-1.98	36.13	1287.0	3.5	16.7	3	1	457	463
1533	79.86667	-43.51667	3193.0	0.9	25.1	3	1	69	70
1534	79.86667	-43.51667	3193.0	1.81	294.0	3	1	458	464
1535	79.86667	-43.51667	3193.0	1.81	294.0	3	8	458	464
1536	79.86667	-43.51667	3193.0	1.329	293.0	3	8	15	15
1537	9.717	-41.6	4718.0	0.76	78.73477273	3	1	70	465
1538	-96.0	0.0	3231.0	0.0	609.0	3	1	15	15
1539	11.198	-22.33	3204.0	0.0	24.7	3	1	69	70
1540	-159.0	-2.0	2600.0	0.0	135.0	3	8	15	15
1541	59.861667	16.625	1890.0	3.69	434.0	3	1	15	15
1542	65.95	23.55056	1002.0	9.0	116.68	3	8	459	466
1543	65.95	23.55056	1002.0	9.0	43.36	3	8	459	466
1544	63.58361	22.25056	1470.0	9.5	226.0	3	8	459	466
1545	57.95111	17.45	1885.0	6.2	175.7	3	8	459	466
1546	10.0	44.0	300.0	1.27	7.001304181	4	9	460	467
1547	-26.73	71.27	325.0	-0.01	59.39	1	5	19	19
1548	-26.73	71.27	325.0	-0.01	11.65	1	5	82	84
1549	-118.18	48.78	754.0	-0.05	0.15	2	2	88	90
1550	-2.96	37.81	1820.0	-0.053	0.35	5	3	70	80
1551	9.78	51.5	320.0	-0.052	0.5	5	3	70	80
1552	-5.25	43.07	1600.0	-0.052	0.35	5	3	70	80
1553	8.60445	46.355244	450.0	-0.052	0.5	5	3	70	80
1554	8.60445	46.355244	450.0	-0.052	0.5	5	3	70	80
1555	1.7	42.24	2120.0	-0.053	0.35	5	3	70	80
1556	8.6	46.35	900.0	-0.053	0.39	5	3	461	468
1557	8.76667	46.5	1400.0	-0.053	0.299	5	3	461	468
1558	-91.4	27.2	2259.0	0.0	1.46	3	8	462	469
1559	-13.99	55.66	2548.0	0.39	2.318	3	8	463	470
1560	-13.99	55.65	2543.0	-0.048	0.368	3	8	463	470
1561	77.282867	42.437647	1600.0	2.756	9.414	2	2	464	471
1562	77.282867	42.437647	1600.0	1.0	8.563	2	2	464	471
1563	-0.59	51.41	10.0	-0.053	0.187	5	3	70	80
1564	-0.59	51.41	10.0	0.064	0.187	5	3	70	80
1565	-0.59	51.41	10.0	-0.053	0.09	5	3	70	80
1566	-0.59	51.41	10.0	-0.053	0.09	5	3	70	80
1567	86.96	28.02	6500.0	-0.05169	-0.0009	1	5	465	472
1568	66.75	11.77	2.0	-0.05479	0.03221	3	4	227	235
1569	-10.134	37.565	2656.0	4.286	146.44	3	8	466	473
1570	-61.25	12.08333	1299.0	0.0	28.78	3	8	467	474
1571	34.31	27.8483	3.0	-0.04312	0.05288	3	4	468	475
1572	34.31	27.8483	3.0	-0.04312	0.00688	3	4	468	475
1573	166.15	-23.0031	2470.0	0.0	1557.6	3	1	469	476
1574	166.15	-23.0031	2470.0	0.0	1543.5	3	8	470	477
1575	-45.72433	-79.61416	886.0	-0.042	1.1	1	5	471	478
1576	-45.72433	-79.61416	886.0	-0.042	1.1	1	5	471	478
1577	0.0684	-75.0025	2891.0	1.193	149.749	1	5	472	479
1578	115.9	39.8	200.0	0.0012219047619	0.46773047619	4	9	473	480
1579	27.67	62.25	97.5	0.1279742	9.8788037	2	2	474	481
1580	159.216667	-1.633333	2158.0	4.0	434.0	3	8	13	13
1581	157.25	1.416667	2339.0	3.0	503.0	3	8	13	13
1582	155.866667	0.0	1936.0	5.0	539.5	3	8	13	13
1583	159.361	0.3185	2520.0	3.424143	802.1166	3	8	13	13
1584	159.366667	0.333333	2604.0	0.541850821618	373.3966	3	8	13	13
1585	-76.276	32.784	1895.0	0.1	1.7	3	8	475	482
1586	-76.316	32.977	1205.0	0.1	1.5	3	8	475	482
1587	125.82	6.3	2114.0	28.87158	57.611777	3	8	476	483
1588	125.82	6.3	2114.0	29.912	58.648	3	1	476	483
1589	-69.0	-18.0	6540.0	-0.05	25.05	1	5	477	484
1590	110.43	31.67	1900.0	2.14	11.59	4	9	478	485
1591	110.43	31.67	1900.0	128.7	224.4	4	9	478	485
1592	110.43	31.67	1900.0	56.1	98.59	4	9	478	485
1593	110.43	31.67	1900.0	99.0	130.0	4	9	478	485
1594	110.43	31.67	1900.0	155.5	209.3	4	9	478	485
1595	110.43	31.67	1900.0	78.0	96.36	4	9	478	485
1596	110.43	31.67	1900.0	127.1	132.6	4	9	478	485
1597	110.43	31.67	1900.0	0.403	5.229115385	4	9	478	485
1598	110.43	31.67	1900.0	11.13	19.21	4	9	478	486
1599	110.43	31.67	1900.0	103.1	109.9	4	9	478	486
1600	110.43	31.67	1900.0	108.1	139.4	4	9	478	486
1601	110.43	31.67	1900.0	134.7	188.0	4	9	478	486
1602	110.43	31.67	1900.0	123.0	126.9	4	9	478	486
1603	110.43	31.67	1900.0	2.089	11.532	4	9	479	487
1604	110.43	31.67	1900.0	0.46	5.32	4	9	479	488
1605	110.43	31.67	1900.0	2.351	8.475977778	4	9	479	488
1606	110.43	31.67	1900.0	0.070272727	12.86257143	4	9	479	488
1607	110.43	31.67	1900.0	6.86	13.1785	4	9	479	488
1608	110.43	31.67	1900.0	10.2064	13.185	4	9	479	488
1609	110.316	31.516	780.0	224.629333	348.9530328	4	9	480	489
1610	110.316	31.516	780.0	348.8512137	361.8783654	4	9	480	489
1611	110.43	31.67	1900.0	223.5716706	228.6128682	4	9	480	489
1612	110.43	31.67	1900.0	127.1487176	132.146102	4	9	480	489
1613	110.43	31.67	1900.0	228.2476422	387.0458031	4	9	480	489
1614	-9.68333	42.15	2120.0	65.0	135.55	3	1	481	490
1615	-9.68333	42.15	2120.0	65.0	135.55	3	8	481	490
1616	-5.22	45.35	4100.0	66.49361702	142.7584296	3	1	482	491
1617	-78.13	-3.017	980.0	6.14719	93.9741	4	9	483	492
1618	-78.7393	12.744	2828.0	3.52	135.9	3	8	484	493
1619	-78.68	11.933	3623.0	2.78	41.04	3	8	484	493
1620	-74.4665	30.7596	3480.0	45.88	59.21	3	8	485	494
1621	-83.3	24.3	546.0	6.13	19.98	3	8	486	495
1622	-83.219	24.4117	198.0	1.488	9.149	3	8	487	496
1623	111.494	17.995	2050.0	0.9	26.3	3	1	488	497
1624	111.494	17.995	2050.0	0.9	26.3	3	8	488	497
1625	111.494	17.995	2050.0	0.9	26.3	3	8	488	497
1626	-82.05	7.983333	0.0	-0.0345	0.24225	3	4	330	337
1627	5.2553	63.7622	851.0	-0.0479	0.7088	3	8	489	498
1628	5.2553	63.7622	851.0	0.2845	0.9588	3	8	489	498
1629	100.118	25.918	1967.0	-0.056	-0.056	2	6	23	24
1630	100.118	25.918	1967.0	-0.056	-0.056	2	6	23	24
1631	100.118	25.918	1967.0	-0.056	-0.056	2	6	23	24
1632	100.118	25.918	1967.0	-0.056	-0.056	2	6	23	24
1633	100.118	25.918	1967.0	-0.056	-0.056	2	6	23	24
1634	-136.38	62.18	520.0	-0.033	0.962	2	2	490	499
1635	-89.16667	-0.66667	14.0	-0.0325	0.014	3	4	491	500
1636	95.55	29.87	2760.0	-0.055	0.17	5	3	492	501
1637	115.93	39.78	200.0	0.001221905	0.467730476	4	9	473	480
1638	-73.319	42.505	630.0	0.071	12.967	2	6	493	502
1639	-73.319	42.505	630.0	0.071	12.967	2	6	493	502
1640	-73.319	42.505	630.0	0.071	12.967	2	6	493	502
1641	-73.319	42.505	630.0	0.071	12.967	2	6	493	502
1642	39.31666	18.771667	825.0	0.0	12.28628571	3	8	494	503
1643	-22.99806	0.00417	3870.0	7.19	33.15	3	8	495	504
1644	145.2333	-46.4333	3360.0	8.24	154.884	3	8	496	505
1645	145.2333	-46.4333	3360.0	1.0	154.884	3	1	496	505
1646	149.05	-44.5333	3405.0	1.0	97.43	3	8	496	505
1647	145.2333	-45.15	3300.0	0.519	67.389	3	8	496	505
1648	145.2333	-45.15	3300.0	0.519	36.107	3	1	496	505
1649	-148.8	-81.65	620.0	0.00099435	29.68932224	1	5	497	506
1650	-148.8	-81.65	620.0	0.83	23.06	1	5	498	507
1651	-74.6975	-38.312	4380.0	12.47	141.24	3	8	11	11
1652	170.690833	58.875333	630.0	12.56	20.05	3	1	339	347
1653	170.690833	58.875333	630.0	12.56	20.05	3	1	339	347
1654	170.690833	58.875333	630.0	12.56	20.05	3	8	339	347
1655	162.375833	53.992667	2173.0	6.7	19.88	3	1	339	347
1656	162.375833	53.992667	2173.0	1.16	19.88	3	1	339	347
1657	162.375833	53.992667	2173.0	1.57	14.69	3	1	339	347
1658	162.375833	53.992667	2173.0	6.7	19.88	3	1	339	347
1659	170.698833	56.330333	2130.0	2.55	20.56	3	1	339	347
1660	170.698833	56.330333	2130.0	5.21	15.55	3	1	339	347
1661	170.698833	56.330333	2130.0	3.22	20.56	3	8	339	347
1662	170.413167	57.505	975.0	9.04	20.94	3	1	339	347
1663	170.413167	57.505	975.0	8.85	20.94	3	1	339	347
1664	-85.39	-1.55	2463.0	0.238	37.629	3	8	499	508
1665	-85.39	-1.55	2463.0	0.238	14.05	3	8	499	508
1666	-85.39	-1.55	2463.0	0.238	37.629	3	1	499	508
1667	-103.01	13.12	3105.0	0.5	80.0	3	8	499	508
1668	-103.01	13.12	3105.0	0.5	30.4	3	1	499	508
1669	-103.01	13.12	3105.0	0.5	6.8	3	8	499	508
1670	-103.01	13.12	3105.0	0.5	80.0	3	1	499	508
1671	-85.0	-3.52	3381.0	0.488	34.498	3	8	499	508
1672	-85.0	-3.52	3381.0	0.488	34.498	3	1	499	508
1673	-113.079	-18.59	3324.0	2.845	53.51	3	8	499	508
1674	-113.079	-18.59	3324.0	5.058	53.51	3	1	499	508
1675	-100.25	2.66	4027.0	2.0	34.0	3	8	499	508
1676	-100.25	2.66	4027.0	2.0	34.0	3	1	499	508
1677	-95.19	2.72	3200.0	1.609	41.197	3	8	499	508
1678	-95.19	2.72	3200.0	1.609	24.247	3	8	499	508
1679	-95.19	2.72	3200.0	1.609	24.247	3	8	499	508
1680	-95.19	2.72	3200.0	1.609	41.197	3	1	499	508
1681	-92.35	2.25	2211.0	0.0	54.621	3	8	499	508
1682	-92.35	2.25	2211.0	0.0	31.752	3	8	499	508
1683	-92.35	2.25	2211.0	0.0	54.621	3	1	499	508
1684	-85.84	0.684	2706.0	0.0	43.6	3	8	499	508
1685	-85.84	0.684	2706.0	1.244	43.626	3	1	499	508
1686	65.9168	24.8333	695.0	0.0	0.1179	3	8	500	509
1687	65.9168	24.8333	695.0	0.1524	4.8835	3	8	500	509
1688	31.93	41.42	700.0	-0.056	50.2745	4	9	501	510
1689	35.023	31.75	400.0	0.0	184.0	4	9	438	444
1690	12.32	63.12	887.0	0.046620017	9.403306781	2	6	502	511
1691	-2.96	37.81	1820.0	-0.052	0.35	5	3	70	80
1692	-5.25	43.07	1600.0	-0.052	0.35	5	3	70	80
1693	1.7	42.24	2120.0	-0.053	0.35	5	3	70	80
1694	11.67	47.11	2524.0	0.065	2.09	4	9	503	512
1695	-90.95111	2.255	2348.0	1.1	150.0	3	8	504	513
1696	-90.95111	2.255	2348.0	1.1	150.0	3	8	504	513
1697	-90.95111	2.255	2348.0	1.1	361.0	3	8	505	514
1698	-90.95111	2.255	2348.0	1.1	37.8	3	8	505	514
1699	-90.95111	2.255	2348.0	1.1	361.0	3	8	505	514
1700	-90.95111	2.255	2348.0	10.2	28.0	3	8	505	514
1701	-90.95111	2.255	2348.0	1.0	361.0	3	8	505	514
1702	134.36	7.15	0.0	-0.044	8.39	2	6	422	430
1703	-92.4	43.8	397.0	0.0	8.517	4	9	119	122
1704	-92.4	43.8	397.0	0.0	8.517	4	9	119	122
1705	-92.4	43.8	397.0	2.244	6.52	4	9	119	122
1706	65.98333	24.61667	316.0	-0.04	12.754	3	8	506	515
1707	113.409	6.6353	1545.0	1.05	21.21	3	8	507	516
1708	113.409	6.6353	1545.0	1.05	23.94	3	8	507	516
1709	10.82564	46.88416	3157.0	-0.027	0.054	1	5	508	517
1710	-15.8347	66.2372	151.0	-0.056	1.767	2	2	509	518
1711	125.82	6.3	2114.0	0.10267	67.592	3	8	510	519
1712	125.82	6.3	2114.0	0.12945	67.097	3	8	510	519
1713	125.3881	-10.59194	832.0	0.0	14.5789	3	8	511	520
1714	133.4447	-5.00306	2382.0	0.13934	14.831	3	8	511	520
1715	125.82	6.3	2114.0	0.040646979	14.92	3	8	511	520
1716	125.3881	-10.59194	832.0	1.7953	21.921	3	8	512	521
1717	133.4447	-5.00306	2382.0	0.12574	20.333	3	8	512	521
1718	125.82	6.3	2114.0	10.037	21.308	3	1	512	521
1719	125.82	6.3	2114.0	10.037	21.308	3	1	512	521
1720	125.82	6.3	2114.0	17.232	17.407	3	1	512	521
1721	125.82	6.3	2114.0	16.193	17.407	3	1	512	521
1722	125.82	6.3	2114.0	16.193	19.144	3	1	512	521
1723	125.82	6.3	2114.0	0.0	21.869	3	8	512	521
1724	125.82	6.3	2114.0	16.452	17.407	3	1	512	521
1725	125.82	6.3	2114.0	16.885	19.633	3	1	512	521
1726	125.82	6.3	2114.0	16.885	21.869	3	1	512	521
1727	-32.0533	40.505	2475.0	0.0	150.0	3	1	513	522
1728	-32.0533	40.505	2475.0	0.0	148.15	3	1	513	522
1729	-32.0533	40.505	2475.0	0.0	150.0	3	8	513	522
1730	-32.0533	40.505	2475.0	20.69	150.0	3	1	513	522
1731	-23.5	36.0	4170.0	9.8	30.14	3	1	151	156
1732	-9.861167	40.581833	2465.0	0.9	152.2	3	1	514	523
1733	-9.861167	40.581833	2465.0	0.9	152.2	3	8	514	523
1734	-9.861167	40.581833	2465.0	0.9	149.2	3	8	514	523
1735	-9.861167	40.581833	2465.0	0.9	146.1	3	8	514	523
1736	93.9	38.85	2792.0	-0.05	0.87	2	2	515	524
1737	126.98	27.82	1264.0	1.367	18.19333333	3	8	516	525
1738	107.17	32.43	700.0	102.8064954	119.3436918	4	9	517	526
1739	19.55	64.26666667	257.0	0.02888885	9.654795033	2	6	518	527
1740	-37.11667	30.716	3375.0	9.8	32.7	3	1	151	156
1741	-153.4	67.21	275.0	-0.052	8.107	2	2	519	528
1742	159.06667	-72.78333	2315.0	115.014	145.313	1	5	144	149
1743	159.06667	-72.78333	2315.0	-0.029	30.938	1	5	144	149
1744	159.066	-72.783	2315.0	9.15	33.78	1	5	145	150
1745	159.066	-72.783	2315.0	9.15	33.78	1	5	145	150
1746	159.066	-72.783	2315.0	-0.054	29.604	1	5	520	529
1747	37.25	12.0	1830.0	1.38972153806	14.9987432948	2	6	521	530
1748	37.25	12.0	1830.0	1.389721538	15.13235254	2	6	521	530
1749	37.25	12.0	1830.0	1.389721538	15.13235254	2	6	521	530
1750	30.0116	-6.6016	773.0	1.313	59.454	2	6	522	531
1751	30.0116	-6.6016	773.0	1.4045	59.454	2	6	522	531
1752	30.0116	-6.6016	773.0	1.4045	59.454	2	6	522	531
1753	29.8325	-6.7138	773.0	1.313	59.454	2	6	522	531
1754	30.0116	-6.6016	773.0	17.857	31.065	2	6	522	531
1755	-5.022	58.03	220.0	-0.041	0.946	4	9	523	532
1756	167.016	-15.33	230.0	-0.0535	0.3928	4	9	524	533
1757	158.71667	-77.78333	2365.0			1	5	498	507
1758	158.71667	-77.78333	2365.0	-0.01	11.807	1	5	525	534
1759	158.71667	-77.78333	2365.0	10.804	20.042	1	5	525	534
1760	158.71667	-77.78333	2365.0	0.0107	230.16	1	5	70	535
1761	158.71667	-77.78333	2365.0	115.2	145.54	1	5	144	149
1762	158.71667	-77.78333	2365.0	0.0107	30.956	1	5	144	149
1763	-85.3	10.2	370.0	6.560404	7.986157	4	9	526	536
1764	-85.3	10.2	370.0	24.05	98.25	4	9	526	536
1765	-46.4833	-27.7	1627.0	0.85	22.3	3	1	527	537
1766	-46.0667	-28.1333	2500.0	2.89	28.988	3	1	527	537
1767	-46.1833	-27.5667	2082.0	1.809	23.875	3	1	527	537
1768	-46.3333	-27.4833	1820.0	0.8	20.152	3	1	527	537
1769	-70.086	70.459	68.0	-0.0535	0.0015	2	6	38	39
1770	-70.086	70.459	68.0	-0.0535	0.0015	2	6	38	39
1771	-70.086	70.459	68.0	-0.0535	0.0015	2	6	38	39
1772	-70.086	70.459	68.0	-0.0535	0.0015	2	6	38	39
1773	-70.086	70.459	68.0	-0.0535	0.0015	2	6	38	39
1774	-70.086	70.459	68.0	-0.05	0.499	2	6	38	39
1775	-70.8333	-13.9333	5670.0	-0.059	1.724	1	5	528	459
1776	-17.825	62.083333	1938.0	0.0	11.87	3	8	529	538
1777	-17.825	62.083333	1938.0	0.0	11.87	3	8	529	538
1778	-17.825	62.083333	1938.0	7.0043	11.868	3	8	530	539
1779	-17.825	62.083333	1938.0	7.0043	11.868	3	8	530	539
1780	-17.133	62.2925	2133.0	11.043	18.623	3	8	530	539
1781	-17.133	62.2925	2133.0	11.043	18.623	3	8	530	539
1782	-17.5895	62.9755	1237.0	-0.05	16.916	3	1	531	540
1783	-17.5895	62.9755	1237.0	-0.05	16.916	3	1	531	540
1784	-17.5895	62.9755	1237.0	10.506	17.15	3	8	531	540
1785	-17.5895	62.9755	1237.0	10.506	17.15	3	8	531	540
1786	-17.819667	62.0905	1938.0	-0.021	11.869	3	8	531	540
1787	-17.819667	62.0905	1938.0	-0.021	11.869	3	8	531	540
1788	-17.819667	62.0905	1938.0	0.0	11.693	3	1	531	540
1789	-17.819667	62.0905	1938.0	0.0	11.693	3	1	531	540
1790	-17.134	62.293	2133.0	11.459	18.573	3	8	531	540
1791	-17.134	62.293	2133.0	11.459	18.573	3	8	531	540
1792	-17.134	62.293	2133.0	11.459	18.573	3	8	531	540
1793	-17.134	62.293	2133.0	11.459	18.573	3	8	531	540
1794	-17.134	62.293	2133.0	10.854	21.064	3	8	531	540
1795	-17.134	62.293	2133.0	10.854	21.064	3	8	531	540
1796	-17.134	62.293	2133.0	6.029	20.352	3	1	531	540
1797	-17.134	62.293	2133.0	6.029	20.352	3	1	531	540
1798	-19.536	61.482	2303.0	3.943	21.428	3	1	531	540
1799	-19.536	61.482	2303.0	3.943	21.716	3	1	531	540
1800	-19.536	61.482	2303.0	7.518	21.428	3	8	531	540
1801	-76.283	32.783	1798.0	59.15	85.4	3	8	532	541
1802	-76.283	32.783	1798.0	59.15	85.4	3	1	532	541
1803	-75.4167	31.683	2985.0	59.15	83.8	3	8	532	541
1804	-75.4167	31.683	2985.0	59.487	83.8	3	1	532	541
1805	-75.4167	31.683	2985.0	68.101	84.873	3	1	532	541
1806	-57.616	33.683	4584.0	55.6	84.4	3	1	532	541
1807	-57.616	33.683	4584.0	55.6	84.4	3	8	532	541
1808	113.28517	9.36193	2770.0	0.0	5020.609	3	1	533	542
1809	113.28517	9.36193	2770.0	0.0	5020.609	3	1	533	542
1810	116.56565	18.83615	3294.0	0.0	23000.0	3	1	534	543
1811	116.56565	18.83615	3294.0	0.0	23000.0	3	1	534	543
1812	90.07	30.92	4800.0	76.398	125.146	4	9	535	544
1813	90.07	30.92	4800.0	123.227	127.215	4	9	535	544
1814	90.07	30.92	4800.0	0.6108	0.9508	4	9	536	545
1815	90.07	30.92	4800.0	4.1478	9.0453	4	9	536	545
1816	18.7	68.33	560.0	0.0	10.18625	2	2	537	546
1817	37.7	-3.32	880.0	-0.033	0.988	2	6	538	547
1818	37.7	-3.32	880.0	-0.055	0.919	2	6	538	547
1819	-77.5	-5.73	1400.0	0.0	4.302062426	4	9	539	548
1820	-77.5	-5.73	1400.0	3.235773703	13.39418734	4	9	539	548
1821	82.0336	29.8381	1900.0	11.66458	15.21509	4	9	540	549
1822	5.9167	-47.1	4390.0	0.0	194.0	3	1	410	417
1823	8.6	-42.9133	3751.0	0.0	438.0	3	8	410	417
1824	8.6	-42.9133	3751.0	0.0	438.0	3	1	410	417
1825	8.6	-42.9133	3751.0	0.0	438.0	3	1	410	417
1826	8.6	-42.9133	3751.0	0.0	438.0	3	1	410	417
1827	-109.35	63.71666667	414.0	0.088	8.498	2	6	541	550
1828	-4.0	62.8	1020.0	10.6	55.15536723	3	8	542	551
1829	-83.98	-3.62	3210.0	0.8	26.9	3	1	69	70
1830	-83.98	-3.62	3210.0	0.8	26.9	3	1	69	70
1831	-83.98	-3.62	3210.0	6.7	24.65	3	8	393	401
1832	-83.98	-3.62	3210.0	6.7	24.65	3	8	393	401
1833	-83.98	-3.62	3210.0	16.79	24.07	3	8	393	401
1834	-83.98	-3.62	3210.0	6.7	24.65	3	8	393	401
1835	-83.98	-3.62	3210.0	6.7	24.65	3	8	393	401
1836	-83.98	-3.62	3210.0	6.7	24.65	3	8	393	552
1837	-83.96667	3.61667	3209.0	55.0	129.99	3	1	398	401
1838	-3.71	60.77	332.0	1.49	14.68	3	1	543	553
1839	-3.71	60.77	332.0	1.49	14.68	3	1	543	553
1840	-139.4	-0.10111	4298.0	2.738	1045.269	3	1	544	554
1841	-67.001	17.934	5.0	-0.054	0.199	3	4	545	555
1842	-89.47	20.7	20.0	-0.054	1.462918	4	9	546	556
1843	-14.066667	-0.416667	0.0	-0.031	0.343	3	4	547	557
1844	8.883	-19.7	2675.0	0.1	57.6	3	8	151	156
1845	8.883	-19.7	2675.0	0.74	57.6	3	1	151	156
1846	8.883	-19.7	2675.0	1.96	57.6	3	1	151	156
1847	-160.0	4.0	1.0	2.994542	3.075542	3	4	431	14
1848	-160.0	4.0	1.0	6.86004	6.89679	3	4	431	14
1849	-160.0	4.0	1.0	6.007042	6.033042	3	4	431	14
1850	-58.07	46.517	455.0	1.0	14.0	3	8	256	265
1851	-82.06667	-0.46667	1373.0	0.5	377.0	3	1	15	15
1852	-83.35	-3.35	3091.0	0.0	340.3	3	8	548	558
1853	-83.35	-3.35	3091.0	0.0	340.0	3	1	548	558
1854	-83.35	-3.35	3091.0	0.0	340.0	3	1	548	558
1855	-83.35	-3.35	3091.0	0.0	340.0	3	1	15	559
